main_topic,description_1,bill_link,bill_name,current_status,house_progress,senate_progress,after_passage_progress,description_2,sponsors,requester,democrat_sponsor_count,republican_sponsor_count
COVID-19 AND CORONAVIRUS,"Businesses, assistance to prevent closing of, certain account funds use for",https://app.leg.wa.gov/billsummary?BillNumber=5156&Year=2021&Initiative=false,SB 5156,Ways & Means,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Making expenditures from the budget stabilization account to address issues of homelessness, home security, and economic impacts of the COVID-19 pandemic on small businesses.","Rolfes, Conway, Das, Dhingra, Frockt, Kuderer, Liias, Nobles, Randall, Saldaña, Claire Wilson",Office of Financial Management,11,2
COVID-19 AND CORONAVIRUS,"Businesses, B&O tax exemption when closed due to COVID-19",https://app.leg.wa.gov/billsummary?BillNumber=1520&Year=2021&Initiative=false,HB 1520,Finance,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Providing business and occupation tax relief for businesses impacted by the Covid-19 pandemic.,"Young, Walsh, Sutherland, Kraft, Dufault, Jacobsen",No Requester,0,6
COVID-19 AND CORONAVIRUS,"Businesses, business interruption insurance, denial of claims for, extending period for challenging",https://app.leg.wa.gov/billsummary?BillNumber=5351&Year=2021&Initiative=false,SB 5351,"Business, Fina","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Concerning business interruption insurance claims.,"Frockt, Nobles, Cleveland, Das, Hasegawa, Keiser, Kuderer, Lovelett, Nguyen, Randall, Salomon, Claire Wilson",No Requester,12,2
COVID-19 AND CORONAVIRUS,"Businesses, dependent on conventions hosted in WA, convention economy grants for",https://app.leg.wa.gov/billsummary?BillNumber=5770&Year=2021&Initiative=false,Substitute - SSB 5770,Ways & Means,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Providing Washington state convention economy grants.,"Mullet, Frockt",Secretary of State,2,0
COVID-19 AND CORONAVIRUS,"Businesses, economic impacts of pandemic on, additional main street program contributions credit",https://app.leg.wa.gov/billsummary?BillNumber=1279&Year=2021&Initiative=false,Substitute - SHB 1279,112 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Modifying the Washington main street program tax incentive to respond to the economic impacts of the COVID-19 pandemic.,"Rule, Ramel, Bateman, Boehnke, Shewmake, Chapman, Ryu, Jesse Johnson, Wicks, Senn, Hoff, Walen, Peterson, Hackney, Rude, Callan, Leavitt, Vick, Harris-Talley",No Requester,15,5
COVID-19 AND CORONAVIRUS,"Businesses, economic impacts of pandemic on, B&O tax credit",https://app.leg.wa.gov/billsummary?BillNumber=1012&Year=2021&Initiative=false,HB 1012,Finance,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Providing a business and occupation tax credit to address the economic impacts of the COVID-19 pandemic on businesses in the state.,"MacEwen, Eslick, Dent, Corry, Young, Graham, Vick, Robertson, Barkis, Rude, Jacobsen, Schmick",No Requester,0,12
COVID-19 AND CORONAVIRUS,"Businesses, economic impacts of pandemic on, B&O tax deferral",https://app.leg.wa.gov/billsummary?BillNumber=1188&Year=2021&Initiative=false,HB 1188,Finance,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Providing a business and occupation tax payment deferral to address the economic impacts of the COVID-19 pandemic on businesses in the state.,"MacEwen, Young, Abbarno, Barkis, Eslick",No Requester,0,5
COVID-19 AND CORONAVIRUS,"Businesses, price increases by, excessive/unjustified during state of emergency, prohibiting",https://app.leg.wa.gov/billsummary?BillNumber=5191&Year=2021&Initiative=false,Engrossed Substitute - ESSB 5191,Rules X,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Regulating unfair business practices and prohibiting predatory price increases during states of emergency.,"Darneille, King, Billig, Carlyle, Conway, Das, Hasegawa, Hunt, Kuderer, Liias, Lovelett, Nguyen, Nobles, Randall, Salomon, Stanford, Claire Wilson",Attorney General,15,3
COVID-19 AND CORONAVIRUS,"Businesses, restaurants that ceased engaging in business during pandemic, pandemic tax forgiveness for",https://app.leg.wa.gov/billsummary?BillNumber=2133&Year=2021&Initiative=false,HB 2133,Finance,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Providing relief from taxes, penalties, interest, and fees for eligible restaurants that ceased engaging in business during the COVID-19 pandemic.","Jesse Johnson, Stonier",No Requester,1,0
COVID-19 AND CORONAVIRUS,"Businesses, safety/health penalties imposed on employers by L&I, restricting",https://app.leg.wa.gov/billsummary?BillNumber=1609&Year=2021&Initiative=false,HB 1609,Labor & Workpl,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Limiting agency authority to align with federal standards during public health emergencies.,"Hoff, Vick, Caldier, Graham, Corry, Dufault",No Requester,0,6
COVID-19 AND CORONAVIRUS,"Businesses, small, B&O tax relief during small business excise tax relief period in 2021, when",https://app.leg.wa.gov/billsummary?BillNumber=5398&Year=2021&Initiative=false,SB 5398,Ways & Means,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Providing small business excise tax relief to address the financial hardship caused by COVID-19.,"Wellman, Das, Dhingra, Hasegawa, Kuderer, Nguyen, Nobles, Randall, Saldaña, Claire Wilson",No Requester,10,2
COVID-19 AND CORONAVIRUS,"Businesses, small, working Washington grants to assist during pandemic, using certain funds for",https://app.leg.wa.gov/billsummary?BillNumber=1368&Year=2021&Initiative=false,Engrossed Substitute - ESHB 1368,3 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Responding to the COVID-19 pandemic through state actions supported by federal funding.,"Ormsby, Macri, Ramos, Callan, Gregerson, Berry, Sullivan, Leavitt, Duerr, Bergquist, Kloba, Riccelli, Ramel, Harris-Talley, Pollet",No Requester,16,1
COVID-19 AND CORONAVIRUS,"Businesses, with liquor licenses, privileges granted to mitigate pandemic effects for, extending",https://app.leg.wa.gov/billsummary?BillNumber=1480&Year=2021&Initiative=false,Engrossed 2nd Substitute - E2SHB 1480,48 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Extending certain privileges granted to liquor licensees to mitigate the impact of the coronavirus pandemic.,"MacEwen, Kloba, Sutherland, Robertson, Ormsby, Chambers, Eslick, Tharinger",Liquor and Cannabis Board,3,5
COVID-19 AND CORONAVIRUS,"Child care and early learning providers, increasing rates/training/grants/services to support",https://app.leg.wa.gov/billsummary?BillNumber=5237&Year=2021&Initiative=false,Engrossed 2nd Substitute - E2SSB 5237,199 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']","Expanding accessible, affordable child care and early childhood development programs.","Claire Wilson, Dhingra, Das, Billig, Conway, Darneille, Hasegawa, Hunt, Keiser, Kuderer, Liias, Lovelett, Nguyen, Nobles, Pedersen, Saldaña, Salomon",No Requester,16,2
COVID-19 AND CORONAVIRUS,"Child care and early learning providers, temporary suspension of early achievers program, extending",https://app.leg.wa.gov/billsummary?BillNumber=5277&Year=2021&Initiative=false,SB 5277,EL/K-12,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Suspending the early achievers program.,Short,No Requester,0,1
COVID-19 AND CORONAVIRUS,"Child care industry, stabilizing, and expanding early childhood development programs access",https://app.leg.wa.gov/billsummary?BillNumber=5237&Year=2021&Initiative=false,Engrossed 2nd Substitute - E2SSB 5237,199 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']","Expanding accessible, affordable child care and early childhood development programs.","Claire Wilson, Dhingra, Das, Billig, Conway, Darneille, Hasegawa, Hunt, Keiser, Kuderer, Liias, Lovelett, Nguyen, Nobles, Pedersen, Saldaña, Salomon",No Requester,16,2
COVID-19 AND CORONAVIRUS,"Child care licenses, fees for providers for, prohibiting due to impact of pandemic",https://app.leg.wa.gov/billsummary?BillNumber=5151&Year=2021&Initiative=false,Substitute - SSB 5151,304 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']","Concerning foster care and child care licensing by the department of children, youth, and families.","Claire Wilson, Das, Kuderer, Nobles, Saldaña","Department of Children, Youth, and Families",5,2
COVID-19 AND CORONAVIRUS,"Child care licenses, fees for providers for, waiving",https://app.leg.wa.gov/billsummary?BillNumber=1278&Year=2021&Initiative=false,HB 1278,"Children, Yout","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Suspending certain licensing requirements for child care providers.,"Dent, Eslick, Sutherland, Chandler, Jacobsen, Chase, Barkis",No Requester,0,7
COVID-19 AND CORONAVIRUS,"Child care licenses, professional development/higher education requirements for, suspending",https://app.leg.wa.gov/billsummary?BillNumber=1278&Year=2021&Initiative=false,HB 1278,"Children, Yout","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Suspending certain licensing requirements for child care providers.,"Dent, Eslick, Sutherland, Chandler, Jacobsen, Chase, Barkis",No Requester,0,7
COVID-19 AND CORONAVIRUS,"Commute trip reduction program, effectiveness of, assessing during pandemic",https://app.leg.wa.gov/billsummary?BillNumber=1528&Year=2021&Initiative=false,HB 1528,Transportation,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Adjusting commute trip reduction policies in light of the global pandemic.,"Robertson, Barkis, Eslick",No Requester,0,3
COVID-19 AND CORONAVIRUS,"Commute trip reduction, car or van pool vehicles/plans/activities/ordinances, suspending requirements",https://app.leg.wa.gov/billsummary?BillNumber=1528&Year=2021&Initiative=false,HB 1528,Transportation,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Adjusting commute trip reduction policies in light of the global pandemic.,"Robertson, Barkis, Eslick",No Requester,0,3
COVID-19 AND CORONAVIRUS,"Commuter ride sharing, passenger vehicles for, sales/use tax preferences, discontinuing",https://app.leg.wa.gov/billsummary?BillNumber=1528&Year=2021&Initiative=false,HB 1528,Transportation,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Adjusting commute trip reduction policies in light of the global pandemic.,"Robertson, Barkis, Eslick",No Requester,0,3
COVID-19 AND CORONAVIRUS,"Construction contracts, clauses waiving/extinguishing rights to damages due to COVID-caused delay, voiding",https://app.leg.wa.gov/billsummary?BillNumber=5333&Year=2021&Initiative=false,Substitute - SSB 5333,Rules X,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Concerning void and unenforceable clauses in construction contracts related to delays caused by the COVID-19 pandemic emergency proclamations.,"Holy, Linda Wilson",No Requester,1,3
COVID-19 AND CORONAVIRUS,"Construction/operations, exemption from required permitting for, when",https://app.leg.wa.gov/billsummary?BillNumber=1436&Year=2021&Initiative=false,HB 1436,State Govt & T,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Encouraging economic recovery by reducing regulatory burdens during declared public health crises.,"Walsh, Sutherland, Graham, Young, Volz, Mosbrucker, Boehnke, Chase, Barkis, Eslick, Dent, Jacobsen, Kraft",No Requester,0,13
COVID-19 AND CORONAVIRUS,"Contact tracing or tracking programs, participation in, right to decline",https://app.leg.wa.gov/billsummary?BillNumber=1317&Year=2021&Initiative=false,HB 1317,HC/Wellness,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Concerning an individual's right to refuse health-related measures.,"Young, Kraft, Chase, Sutherland",No Requester,0,4
COVID-19 AND CORONAVIRUS,"Contact tracing, individual's COVID-19 health data collected via digital tools and used for, protections for",https://app.leg.wa.gov/billsummary?BillNumber=1127&Year=2021&Initiative=false,2nd Substitute - 2SHB 1127,ov vetoed,"['1', '1', '1', '1']","['1', '1', '1', '1']","['0', '0']","Protecting the privacy and security of COVID-19 health data collected by entities other than public health agencies, health care providers, and health care facilities.","Slatter, Boehnke, Valdez, Kloba, Graham, Macri, Pollet",No Requester,5,2
COVID-19 AND CORONAVIRUS,"Contact tracing, personal information submitted to public institutions/health agencies for, disclosure exemption",https://app.leg.wa.gov/billsummary?BillNumber=5113&Year=2021&Initiative=false,SB 5113,State Govt & E,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Making statutory changes to align with certain recent gubernatorial emergency orders to protect privacy, reduce regulatory burdens, and provide tax relief.",Fortunato,No Requester,0,1
COVID-19 AND CORONAVIRUS,"County elected officials, offices of, electronic media use/continuity of operations during public health crises",https://app.leg.wa.gov/billsummary?BillNumber=1271&Year=2021&Initiative=false,Engrossed - EHB 1271,122 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Ensuring continuity of operations in the offices of county elected officials during the current COVID-19 pandemic and future public health crises.,"Orwall, Goehner, Goodman, Thai, Fey, Pollet, Harris-Talley",No Requester,6,2
COVID-19 AND CORONAVIRUS,"Data, personal, detecting infectious disease symptoms and tracking contacts, WA privacy act",https://app.leg.wa.gov/billsummary?BillNumber=5062&Year=2021&Initiative=false,2nd Substitute - 2SSB 5062,Rules 3,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Concerning the management, oversight, and use of data.","Carlyle, Nguyen, Billig, Darneille, Das, Dhingra, Holy, Hunt, Lovelett, Mullet, Pedersen, Salomon, Sheldon, Wellman, Claire Wilson",No Requester,13,3
COVID-19 AND CORONAVIRUS,"Data, personal, regarding public health emergency, privacy in private and public sectors",https://app.leg.wa.gov/billsummary?BillNumber=5062&Year=2021&Initiative=false,2nd Substitute - 2SSB 5062,Rules 3,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Concerning the management, oversight, and use of data.","Carlyle, Nguyen, Billig, Darneille, Das, Dhingra, Holy, Hunt, Lovelett, Mullet, Pedersen, Salomon, Sheldon, Wellman, Claire Wilson",No Requester,13,3
COVID-19 AND CORONAVIRUS,"Deficit, 2021-2022 biennium, near-general fund/outlook analysis and deficit",https://app.leg.wa.gov/billsummary?BillNumber=1163&Year=2021&Initiative=false,HB 1163,Approps,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Concerning oversight and management of the state budgeting and expenditure process.,Stokesbary,No Requester,0,1
COVID-19 AND CORONAVIRUS,"Diseases, contagious/infectious, involuntary quarantine/isolation/detention to control, prohibiting",https://app.leg.wa.gov/billsummary?BillNumber=2030&Year=2021&Initiative=false,HB 2030,HC/Wellness,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Prohibiting the use of involuntary quarantine and isolation.,"Walsh, Klippert, Chase, Sutherland, Jacobsen, Eslick, Young",No Requester,0,7
COVID-19 AND CORONAVIRUS,"Diseases/health threats/conditions, agency-gathered personal identifying information about, disclosure exemption",https://app.leg.wa.gov/billsummary?BillNumber=1328&Year=2021&Initiative=false,HB 1328,Rules 3C,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Exempting information gathered for controlling diseases from public inspecting requirements.,"Pollet, Ryu",Department of Health,2,0
COVID-19 AND CORONAVIRUS,"Domestic violence and workplace resources, task force on, convening",https://app.leg.wa.gov/billsummary?BillNumber=1315&Year=2021&Initiative=false,HB 1315,43 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Creating a task force to identify the role of the workplace in helping curb domestic violence.,"Mosbrucker, Orwall, Ryu, Simmons, Leavitt, Sells, Wylie, Ortiz-Self, Davis, Valdez, Jesse Johnson, Ormsby, Rule, Lekanoff, Duerr, Goodman",No Requester,15,1
COVID-19 AND CORONAVIRUS,"Early learning and child care providers, temporary suspension of early achievers program, extending",https://app.leg.wa.gov/billsummary?BillNumber=5277&Year=2021&Initiative=false,SB 5277,EL/K-12,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Suspending the early achievers program.,Short,No Requester,0,1
COVID-19 AND CORONAVIRUS,"Education, telecommunications/broadband services in unserved areas, provided by PUDs, authority/process for",https://app.leg.wa.gov/billsummary?BillNumber=5383&Year=2021&Initiative=false,2nd Substitute - 2SSB 5383,293 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Authorizing a public utility district to provide retail telecommunications services in unserved areas under certain conditions.,"Wellman, Short, Hunt, King, Lovelett, Nguyen, Randall, Saldaña, Warnick, Claire Wilson, Linda Wilson",No Requester,7,5
COVID-19 AND CORONAVIRUS,"Education, telecommunications/broadband services in unserved areas, provided by PUDs/port districts",https://app.leg.wa.gov/billsummary?BillNumber=5383&Year=2021&Initiative=false,2nd Substitute - 2SSB 5383,293 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Authorizing a public utility district to provide retail telecommunications services in unserved areas under certain conditions.,"Wellman, Short, Hunt, King, Lovelett, Nguyen, Randall, Saldaña, Warnick, Claire Wilson, Linda Wilson",No Requester,7,5
COVID-19 AND CORONAVIRUS,"Emergency medical technicians, providing communicable disease collaborative care with public health agencies",https://app.leg.wa.gov/billsummary?BillNumber=1893&Year=2021&Initiative=false,Substitute - SHB 1893,136 L 22,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']","Allowing emergency medical technicians to provide medical evaluation, testing, and vaccines outside of an emergency in response to a public health agency request.","Donaghy, Riccelli, Leavitt, Simmons, Slatter, Tharinger, Berg, Taylor, Frame, Macri, Harris-Talley, Pollet",Department of Health,12,1
COVID-19 AND CORONAVIRUS,"Emergency orders, content and duration, and role of legislature",https://app.leg.wa.gov/billsummary?BillNumber=1381&Year=2021&Initiative=false,HB 1381,State Govt & T,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Limiting the governor's emergency powers, ensuring legislative balance of power, and regulating government agency emergency authority.","Kraft, Chase, Sutherland, Young, Walsh, McCaslin, Boehnke, Jacobsen, Orcutt, Klicker",No Requester,0,10
COVID-19 AND CORONAVIRUS,"Emergency orders, health-related measures in, right to decline",https://app.leg.wa.gov/billsummary?BillNumber=1317&Year=2021&Initiative=false,HB 1317,HC/Wellness,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Concerning an individual's right to refuse health-related measures.,"Young, Kraft, Chase, Sutherland",No Requester,0,4
COVID-19 AND CORONAVIRUS,"Emergency orders, issued by governor, actions to determine validity of, declaratory and other relief",https://app.leg.wa.gov/billsummary?BillNumber=1563&Year=2021&Initiative=false,HB 1563,Civil R & Judi,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Concerning declaratory and other relief in actions to determine the validity of certain gubernatorial orders.,"Young, Barkis, Sutherland, Dent",No Requester,0,4
COVID-19 AND CORONAVIRUS,"Emergency orders, issued by governor, agency rule making to enforce, legislative approval before",https://app.leg.wa.gov/billsummary?BillNumber=5100&Year=2021&Initiative=false,SB 5100,State Govt & E,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Prohibiting the adoption of rules for the enforcement of gubernatorial emergency orders without legislative approval.,Fortunato,No Requester,0,1
COVID-19 AND CORONAVIRUS,"Emergency orders, issued by governor, construction/certain operations permits exemption during, when",https://app.leg.wa.gov/billsummary?BillNumber=1436&Year=2021&Initiative=false,HB 1436,State Govt & T,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Encouraging economic recovery by reducing regulatory burdens during declared public health crises.,"Walsh, Sutherland, Graham, Young, Volz, Mosbrucker, Boehnke, Chase, Barkis, Eslick, Dent, Jacobsen, Kraft",No Requester,0,13
COVID-19 AND CORONAVIRUS,"Emergency orders, issued by governor, duration of, and role of legislature",https://app.leg.wa.gov/billsummary?BillNumber=5943&Year=2021&Initiative=false,SB 5943,State Govt & E,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Establishing balanced legislative oversight of gubernatorial powers during a declared emergency.,"Linda Wilson, Mullet, Braun, Dozier, Fortunato, Gildon, Holy, King, Padden, Rivers, Short, Wagoner, Warnick, Jeff Wilson",No Requester,2,13
COVID-19 AND CORONAVIRUS,"Emergency orders, issued by governor, eviction moratorium, limiting rent increases after expiration of",https://app.leg.wa.gov/billsummary?BillNumber=5139&Year=2021&Initiative=false,SB 5139,Housing & Loca,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Limiting rent increases after expiration of the governor's eviction moratorium.,"Das, Lovelett, Darneille, Hunt, Liias, Nguyen, Claire Wilson",No Requester,6,2
COVID-19 AND CORONAVIRUS,"Emergency orders, issued by governor, eviction moratorium, suspending, and aiding tenants and landlords",https://app.leg.wa.gov/billsummary?BillNumber=1228&Year=2021&Initiative=false,HB 1228,"Hous, Human Sv","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Addressing residential landlord-tenant requirements in response to the COVID-19 public health emergency.,"Barkis, Walen, Dent, Hoff, Jacobsen, Chambers, Ryu, Graham, Ybarra, Caldier, MacEwen, Walsh, Chapman, Boehnke, Dolan, Springer, Chandler, Eslick, Robertson, Gilday",No Requester,5,15
COVID-19 AND CORONAVIRUS,"Emergency orders, issued by governor, eviction moratorium, tenant protections in relation to",https://app.leg.wa.gov/billsummary?BillNumber=5160&Year=2021&Initiative=false,Engrossed 2nd Substitute - E2SSB 5160,115 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']","Addressing landlord-tenant relations by providing certain tenant protections during and after public health emergencies, providing for legal representation in eviction cases, and authorizing landlord access to state rental assistance programs.","Kuderer, Liias, Conway, Das, Lovelett, Saldaña, Claire Wilson",No Requester,7,2
COVID-19 AND CORONAVIRUS,"Emergency orders, issued by governor, infringement on any constitutional rights by, prohibiting",https://app.leg.wa.gov/billsummary?BillNumber=1381&Year=2021&Initiative=false,HB 1381,State Govt & T,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Limiting the governor's emergency powers, ensuring legislative balance of power, and regulating government agency emergency authority.","Kraft, Chase, Sutherland, Young, Walsh, McCaslin, Boehnke, Jacobsen, Orcutt, Klicker",No Requester,0,10
COVID-19 AND CORONAVIRUS,"Emergency orders, issued by governor, legislative extension of certain orders",https://app.leg.wa.gov/billsummary?BillNumber=5943&Year=2021&Initiative=false,SB 5943,State Govt & E,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Establishing balanced legislative oversight of gubernatorial powers during a declared emergency.,"Linda Wilson, Mullet, Braun, Dozier, Fortunato, Gildon, Holy, King, Padden, Rivers, Short, Wagoner, Warnick, Jeff Wilson",No Requester,2,13
