"TAX PREFERENCES - EXEMPTIONS, CREDITS, DEDUCTIONS, DEFERRALS, ETC.","Broadband, low earth orbit satellites and wireline/wireless connections, tax preferences to support/facilitate",https://app.leg.wa.gov/billsummary?BillNumber=1702&Year=2021&Initiative=false,HB 1702,Finance,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Accelerating broadband connectivity for Washington.,"Boehnke, Abbarno, Chambers, Graham, Sutherland, Eslick",No Requester
"TAX PREFERENCES - EXEMPTIONS, CREDITS, DEDUCTIONS, DEFERRALS, ETC.","Bullion, precious metal or monetized, as intangible personal property, property tax exemption",https://app.leg.wa.gov/billsummary?BillNumber=1417&Year=2021&Initiative=false,HB 1417,Finance,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Concerning the taxation of precious metal bullion made of gold and silver and monetized bullion, and providing that the use of bullion as tender is voluntary.","Chase, McCaslin",No Requester
"TAX PREFERENCES - EXEMPTIONS, CREDITS, DEDUCTIONS, DEFERRALS, ETC.","Bullion, precious metal or monetized, sale of, B&O tax exemption",https://app.leg.wa.gov/billsummary?BillNumber=1417&Year=2021&Initiative=false,HB 1417,Finance,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Concerning the taxation of precious metal bullion made of gold and silver and monetized bullion, and providing that the use of bullion as tender is voluntary.","Chase, McCaslin",No Requester
"TAX PREFERENCES - EXEMPTIONS, CREDITS, DEDUCTIONS, DEFERRALS, ETC.","Businesses, economic impacts of COVID pandemic on, B&O tax credit",https://app.leg.wa.gov/billsummary?BillNumber=1012&Year=2021&Initiative=false,HB 1012,Finance,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Providing a business and occupation tax credit to address the economic impacts of the COVID-19 pandemic on businesses in the state.,"MacEwen, Eslick, Dent, Corry, Young, Graham, Vick, Robertson, Barkis, Rude, Jacobsen, Schmick",No Requester
"TAX PREFERENCES - EXEMPTIONS, CREDITS, DEDUCTIONS, DEFERRALS, ETC.","Businesses, economic impacts of COVID pandemic on, B&O tax deferral",https://app.leg.wa.gov/billsummary?BillNumber=1188&Year=2021&Initiative=false,HB 1188,Finance,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Providing a business and occupation tax payment deferral to address the economic impacts of the COVID-19 pandemic on businesses in the state.,"MacEwen, Young, Abbarno, Barkis, Eslick",No Requester
"TAX PREFERENCES - EXEMPTIONS, CREDITS, DEDUCTIONS, DEFERRALS, ETC.","Businesses, new, B&O tax exemption for",https://app.leg.wa.gov/billsummary?BillNumber=5557&Year=2021&Initiative=false,SB 5557,"Business, Fina","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Providing sustainable support for new businesses.,Hasegawa,No Requester
"TAX PREFERENCES - EXEMPTIONS, CREDITS, DEDUCTIONS, DEFERRALS, ETC.","Businesses, small, economic impacts of COVID-19, B&O tax relief during small business excise tax relief period",https://app.leg.wa.gov/billsummary?BillNumber=5398&Year=2021&Initiative=false,SB 5398,Ways & Means,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Providing small business excise tax relief to address the financial hardship caused by COVID-19.,"Wellman, Das, Dhingra, Hasegawa, Kuderer, Nguyen, Nobles, Randall, Saldaña, Wilson, C.",No Requester
"TAX PREFERENCES - EXEMPTIONS, CREDITS, DEDUCTIONS, DEFERRALS, ETC.","Businesses, small, small business tax credit, increasing",https://app.leg.wa.gov/billsummary?BillNumber=5980&Year=2021&Initiative=false,Engrossed Substitute - ESSB 5980,295 L 22,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Providing substantial and permanent tax relief for small businesses to mitigate structural deficiencies in Washington's business and occupation tax and lessen long-term negative economic consequences of the pandemic that have disproportionately impacted small businesses. (REVISED FOR ENGROSSED: Providing substantial tax relief for small businesses to mitigate structural deficiencies in Washington's business and occupation tax and lessen long-term negative economic consequences of the pandemic that have disproportionately impacted small businesses.),"Carlyle, Randall, Hunt, Kuderer, Mullet",No Requester
"TAX PREFERENCES - EXEMPTIONS, CREDITS, DEDUCTIONS, DEFERRALS, ETC.","Businesses, start-up, B&O tax exemption for, when",https://app.leg.wa.gov/billsummary?BillNumber=2114&Year=2021&Initiative=false,HB 2114,Finance,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Supporting entrepreneurship and start-up businesses.,"Kraft, Sutherland",No Requester
"TAX PREFERENCES - EXEMPTIONS, CREDITS, DEDUCTIONS, DEFERRALS, ETC.","Captive insurers, exempting from B&O taxation, when",https://app.leg.wa.gov/billsummary?BillNumber=5315&Year=2021&Initiative=false,2nd Substitute - 2SSB 5315,281 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Concerning captive insurance.,"Mullet, Dozier",No Requester
"TAX PREFERENCES - EXEMPTIONS, CREDITS, DEDUCTIONS, DEFERRALS, ETC.","Carbon pollution tax, on sales/use of fossil fuels by EITE industries, tax credits in connection with, when",https://app.leg.wa.gov/billsummary?BillNumber=1534&Year=2021&Initiative=false,HB 1534,Env & Energy,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Establishing a carbon pollution tax that recognizes the nature of energy-intensive, trade-exposed industries.","Shewmake, Lekanoff, Santos, Pollet",No Requester
"TAX PREFERENCES - EXEMPTIONS, CREDITS, DEDUCTIONS, DEFERRALS, ETC.","Clay targets, sales and use tax exemptions",https://app.leg.wa.gov/billsummary?BillNumber=5187&Year=2021&Initiative=false,SB 5187,Rules X,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Exempting clay targets from sales and use tax.,"Fortunato, Wagoner, Wilson, L.",No Requester
"TAX PREFERENCES - EXEMPTIONS, CREDITS, DEDUCTIONS, DEFERRALS, ETC.","Clean fuels production facilities, sales/use tax deferral",https://app.leg.wa.gov/billsummary?BillNumber=5744&Year=2021&Initiative=false,Substitute - SSB 5744,Ways & Means,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Concerning tax deferrals for investment projects in clean technology manufacturing, clean alternative fuels production, and renewable energy storage.","Nguyen, Carlyle, Conway, Das, Kuderer, Mullet, Nobles, Pedersen, Saldaña, Trudeau",Office of Financial Management
"TAX PREFERENCES - EXEMPTIONS, CREDITS, DEDUCTIONS, DEFERRALS, ETC.","Commute trip reduction incentives, tax credits for large employers implementing, role of general fund in supporting",https://app.leg.wa.gov/billsummary?BillNumber=5974&Year=2021&Initiative=false,Engrossed Substitute - ESSB 5974,182 L 22,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Addressing transportation resources.,"Liias, Saldaña, Carlyle, Cleveland, Das, Dhingra, Hunt, Kuderer, Lovelett, Lovick, Mullet, Nguyen, Nobles, Salomon, Trudeau, Wellman, Wilson, C.",No Requester
"TAX PREFERENCES - EXEMPTIONS, CREDITS, DEDUCTIONS, DEFERRALS, ETC.","Commuter ride sharing, passenger vehicles for, sales/use tax preferences, discontinuing",https://app.leg.wa.gov/billsummary?BillNumber=1528&Year=2021&Initiative=false,HB 1528,Transportation,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Adjusting commute trip reduction policies in light of the global pandemic.,"Robertson, Barkis, Eslick",No Requester
"TAX PREFERENCES - EXEMPTIONS, CREDITS, DEDUCTIONS, DEFERRALS, ETC.","Commuter ride sharing, renaming as ride sharing, for purposes of certain excise tax preferences",https://app.leg.wa.gov/billsummary?BillNumber=5457&Year=2021&Initiative=false,SB 5457,Transportation,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Addressing transportation demand management.,Saldaña,No Requester
"TAX PREFERENCES - EXEMPTIONS, CREDITS, DEDUCTIONS, DEFERRALS, ETC.","Computer data centers, sales/use tax exemption, broadening eligibility and extending expiration",https://app.leg.wa.gov/billsummary?BillNumber=5262&Year=2021&Initiative=false,Substitute - SSB 5262,Rules X,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Broadening the eligibility requirements and extending the expiration date for the data center tax incentive.,"Liias, Warnick, Saldaña",No Requester
"TAX PREFERENCES - EXEMPTIONS, CREDITS, DEDUCTIONS, DEFERRALS, ETC.","Computer data centers, sales/use tax exemption, in counties with certain population, when",https://app.leg.wa.gov/billsummary?BillNumber=5414&Year=2021&Initiative=false,SB 5414,"Business, Fina","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Providing a tax preference for data centers in counties with a certain population.,"Gildon, Conway, Fortunato, Wilson, C.",No Requester
"TAX PREFERENCES - EXEMPTIONS, CREDITS, DEDUCTIONS, DEFERRALS, ETC.","Cooperatives, limited equity, providing owned housing for low-income persons, property tax exemption",https://app.leg.wa.gov/billsummary?BillNumber=5713&Year=2021&Initiative=false,SB 5713,93 L 22,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Providing a property tax exemption for limited equity cooperative housing.,"Das, Liias, Nobles, Robinson, Saldaña, Wellman",No Requester
"TAX PREFERENCES - EXEMPTIONS, CREDITS, DEDUCTIONS, DEFERRALS, ETC.","COVID-19, economic impacts of, B&O tax deferral to address",https://app.leg.wa.gov/billsummary?BillNumber=1188&Year=2021&Initiative=false,HB 1188,Finance,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Providing a business and occupation tax payment deferral to address the economic impacts of the COVID-19 pandemic on businesses in the state.,"MacEwen, Young, Abbarno, Barkis, Eslick",No Requester
"TAX PREFERENCES - EXEMPTIONS, CREDITS, DEDUCTIONS, DEFERRALS, ETC.","COVID-19, economic impacts of, B&O tax exemption for eligible businesses to address",https://app.leg.wa.gov/billsummary?BillNumber=1520&Year=2021&Initiative=false,HB 1520,Finance,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Providing business and occupation tax relief for businesses impacted by the Covid-19 pandemic.,"Young, Walsh, Sutherland, Kraft, Dufault, Jacobsen",No Requester
"TAX PREFERENCES - EXEMPTIONS, CREDITS, DEDUCTIONS, DEFERRALS, ETC.","COVID-19, grants addressing impacts, B&O/public utility tax exemptions",https://app.leg.wa.gov/billsummary?BillNumber=1002&Year=2021&Initiative=false,HB 1002,Finance,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Providing a business and occupation tax exemption for qualifying grants related to COVID-19 relief.,"Walen, Ryu, Wicks, Leavitt, Boehnke, Shewmake, Ortiz-Self, Lekanoff, Duerr, Orcutt, Corry, Slatter, Wylie, Tharinger, Ramel, Senn, Goodman, Callan, Graham, Ramos, Hackney, Vick, Robertson, Kirby, Paul, Barkis, Riccelli, Springer, Stonier, Fey, Santos, Stokesbary, Rule",No Requester
"TAX PREFERENCES - EXEMPTIONS, CREDITS, DEDUCTIONS, DEFERRALS, ETC.","COVID-19, grants addressing impacts, B&O/public utility/retail sales tax exemptions",https://app.leg.wa.gov/billsummary?BillNumber=1095&Year=2021&Initiative=false,Substitute - SHB 1095,4 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']","Concerning the taxation of governmental financial assistance programs addressing the impacts of conditions giving rise to a gubernatorial or presidential emergency proclamation by creating state business and occupation tax and state public utility tax exemptions, a sales and use tax exemption for the receipt of such financial assistance, and clarifying the sales and use tax obligations for goods and services purchased by recipients of such financial assistance.","Walen, Boehnke, Ryu, Leavitt, Corry, Wicks, Tharinger, Ortiz-Self, Callan, Graham, Fey, Frame, Stokesbary, Orwall, Rule, Bergquist, Pollet",Department of Revenue
"TAX PREFERENCES - EXEMPTIONS, CREDITS, DEDUCTIONS, DEFERRALS, ETC.","COVID-19, paid sick or emergency child care leave requirements, employers meeting, tax credits for",https://app.leg.wa.gov/billsummary?BillNumber=5115&Year=2021&Initiative=false,Engrossed Substitute - ESSB 5115,252 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Establishing health emergency labor standards.,"Keiser, Liias, Conway, Kuderer, Lovelett, Nguyen, Salomon, Stanford, Wilson, C.",No Requester
"TAX PREFERENCES - EXEMPTIONS, CREDITS, DEDUCTIONS, DEFERRALS, ETC.","Credit card processing companies, B&O tax exemption for certain amounts for, when",https://app.leg.wa.gov/billsummary?BillNumber=5459&Year=2021&Initiative=false,Engrossed Substitute - ESSB 5459,Rules 3,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Creating a business and occupation tax deduction for credit card processing companies.,"Mullet, Wilson, L.",No Requester
"TAX PREFERENCES - EXEMPTIONS, CREDITS, DEDUCTIONS, DEFERRALS, ETC.","Custom farming services, persons performing for a farmer, B&O tax exemption for",https://app.leg.wa.gov/billsummary?BillNumber=1380&Year=2021&Initiative=false,Substitute - SHB 1380,Rules C,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Restoring the business and occupation and public utility tax exemption for custom farming and hauling farm products.,"Dufault, Springer, Steele, Mosbrucker, Sutherland, Dent, Walsh",No Requester
"TAX PREFERENCES - EXEMPTIONS, CREDITS, DEDUCTIONS, DEFERRALS, ETC.","Custom farming services, persons performing, persons doing certain hauling for, public utility tax exemption",https://app.leg.wa.gov/billsummary?BillNumber=1380&Year=2021&Initiative=false,Substitute - SHB 1380,Rules C,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Restoring the business and occupation and public utility tax exemption for custom farming and hauling farm products.,"Dufault, Springer, Steele, Mosbrucker, Sutherland, Dent, Walsh",No Requester
"TAX PREFERENCES - EXEMPTIONS, CREDITS, DEDUCTIONS, DEFERRALS, ETC.","Customized employment training program, B&O tax credit, extending",https://app.leg.wa.gov/billsummary?BillNumber=1033&Year=2021&Initiative=false,2nd Substitute - 2SHB 1033,116 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Concerning the Washington customized employment training program.,"Leavitt, Boehnke, Bronoske, Santos, Paul, Orwall",No Requester
"TAX PREFERENCES - EXEMPTIONS, CREDITS, DEDUCTIONS, DEFERRALS, ETC.","Data centers, sales/use tax exemption, broadening eligibility, modifying further, and extending expiration",https://app.leg.wa.gov/billsummary?BillNumber=1846&Year=2021&Initiative=false,Engrossed Substitute - ESHB 1846,267 L 22,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Providing a tax preference for rural and nonrural data centers.,"Berg, Ramel",No Requester
"TAX PREFERENCES - EXEMPTIONS, CREDITS, DEDUCTIONS, DEFERRALS, ETC.","Diapers, adult and baby, sales and use tax exemptions",https://app.leg.wa.gov/billsummary?BillNumber=5915&Year=2021&Initiative=false,SB 5915,Ways & Means,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Providing a sales and use tax exemption for adult and baby diapers.,"Das, Trudeau, Brown, Conway, Hasegawa, Kuderer, Lovelett, Lovick, Nguyen, Stanford, Wagoner, Wilson, C., Wilson, L.",No Requester
"TAX PREFERENCES - EXEMPTIONS, CREDITS, DEDUCTIONS, DEFERRALS, ETC.","Diapers/diaper services, infant/toddler/child, sales and use tax exemptions",https://app.leg.wa.gov/billsummary?BillNumber=1535&Year=2021&Initiative=false,HB 1535,Finance,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Exempting family and household necessities from the sales and use tax.,"Stokesbary, Robertson, Dufault, Jacobsen, Sutherland, Walsh, Eslick, Harris-Talley",No Requester
"TAX PREFERENCES - EXEMPTIONS, CREDITS, DEDUCTIONS, DEFERRALS, ETC.","Electric or hybrid vehicles, purchase or use by rental car company, sales and use tax exemptions",https://app.leg.wa.gov/billsummary?BillNumber=1572&Year=2021&Initiative=false,HB 1572,Finance,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Modifying the sales and use tax treatment of motor vehicles purchased by rental car companies.,"Fitzgibbon, Duerr",No Requester
"TAX PREFERENCES - EXEMPTIONS, CREDITS, DEDUCTIONS, DEFERRALS, ETC.","Electric vehicles and alternative fuel vehicles, certain tax preferences involving, role of general fund in supporting",https://app.leg.wa.gov/billsummary?BillNumber=5974&Year=2021&Initiative=false,Engrossed Substitute - ESSB 5974,182 L 22,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Addressing transportation resources.,"Liias, Saldaña, Carlyle, Cleveland, Das, Dhingra, Hunt, Kuderer, Lovelett, Lovick, Mullet, Nguyen, Nobles, Salomon, Trudeau, Wellman, Wilson, C.",No Requester
"TAX PREFERENCES - EXEMPTIONS, CREDITS, DEDUCTIONS, DEFERRALS, ETC.","Electric vehicles, various tax preferences for",https://app.leg.wa.gov/billsummary?BillNumber=5974&Year=2021&Initiative=false,Engrossed Substitute - ESSB 5974,182 L 22,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Addressing transportation resources.,"Liias, Saldaña, Carlyle, Cleveland, Das, Dhingra, Hunt, Kuderer, Lovelett, Lovick, Mullet, Nguyen, Nobles, Salomon, Trudeau, Wellman, Wilson, C.",No Requester
"TAX PREFERENCES - EXEMPTIONS, CREDITS, DEDUCTIONS, DEFERRALS, ETC.","Electric vehicles, with hydrogen fuel cell, sales/use tax exemptions",https://app.leg.wa.gov/billsummary?BillNumber=5000&Year=2021&Initiative=false,2nd Substitute - 2SSB 5000,171 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Creating a hydrogen fuel cell electric vehicle pilot sales and use tax exemption program.,"Hawkins, Lovelett, Billig, Braun, Carlyle, Conway, Das, Ericksen, Fortunato, Gildon, Hasegawa, Holy, Hunt, King, Kuderer, Mullet, Muzzall, Nguyen, Padden, Pedersen, Rivers, Robinson, Salomon, Sheldon, Van De Wege, Wagoner, Warnick, Wellman, Wilson, C., Wilson, J.",No Requester
"TAX PREFERENCES - EXEMPTIONS, CREDITS, DEDUCTIONS, DEFERRALS, ETC.","Energy conservation payments by BPA to utilities as credits, B&O tax exemption, when",https://app.leg.wa.gov/billsummary?BillNumber=5008&Year=2021&Initiative=false,SB 5008,226 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Extending the business and occupation tax exemption for amounts received as credits against contracts with or funds provided by the Bonneville power administration and used for low-income ratepayer assistance and weatherization.,"Robinson, Short, Brown, Hasegawa, Wilson, C.",No Requester
"TAX PREFERENCES - EXEMPTIONS, CREDITS, DEDUCTIONS, DEFERRALS, ETC.","Engineers, state-funded road projects, firm payments on subcontracts to separate firm, B&O tax deduction",https://app.leg.wa.gov/billsummary?BillNumber=1522&Year=2021&Initiative=false,HB 1522,Finance,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Lowering the cost of state-funded transportation projects by eliminating business and occupation tax pyramiding on engineering services.,"Barkis, Robertson, Kraft, Sutherland, Jacobsen, Eslick",No Requester
"TAX PREFERENCES - EXEMPTIONS, CREDITS, DEDUCTIONS, DEFERRALS, ETC.","Equitable access to credit program, contributions to, B&O tax credit for",https://app.leg.wa.gov/billsummary?BillNumber=1015&Year=2021&Initiative=false,Engrossed 2nd Substitute - E2SHB 1015,189 L 22,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Creating the Washington equitable access to credit act.,"Maycumber, Chapman, Tharinger, Graham, Santos, Macri",No Requester
"TAX PREFERENCES - EXEMPTIONS, CREDITS, DEDUCTIONS, DEFERRALS, ETC.","Estate tax credits, for student scholarship organizations",https://app.leg.wa.gov/billsummary?BillNumber=5200&Year=2021&Initiative=false,SB 5200,EL/K-12,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Establishing a tax credit for contributions to student scholarship organizations.,"Schoesler, Dozier, Gildon, Holy, Honeyford",No Requester
