main_topic,description_1,bill_link,bill_name,current_status,house_progress,senate_progress,after_passage_progress,description_2,sponsors,requester,democrat_sponsor_count,republican_sponsor_count
UNEMPLOYMENT COMPENSATION,"Claim adjudicators, for unemployment insurance claims, training program for",https://app.leg.wa.gov/billsummary?BillNumber=5193&Year=2021&Initiative=false,Engrossed Substitute - ESSB 5193,271 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Concerning unemployment insurance claim adjudicators.,"Conway, Keiser, Hasegawa, Claire Wilson",No Requester,4,2
UNEMPLOYMENT COMPENSATION,"Claims, demand thresholds, emergency drills, phone lines for certain claimants, and online data dashboard",https://app.leg.wa.gov/billsummary?BillNumber=5193&Year=2021&Initiative=false,Engrossed Substitute - ESSB 5193,271 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Concerning unemployment insurance claim adjudicators.,"Conway, Keiser, Hasegawa, Claire Wilson",No Requester,4,2
UNEMPLOYMENT COMPENSATION,"Claims, effective/equitable processing, adjudicators reserve force, performance metrics reports, and planning",https://app.leg.wa.gov/billsummary?BillNumber=5193&Year=2021&Initiative=false,Engrossed Substitute - ESSB 5193,271 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Concerning unemployment insurance claim adjudicators.,"Conway, Keiser, Hasegawa, Claire Wilson",No Requester,4,2
UNEMPLOYMENT COMPENSATION,"Claims, unemployment insurance legislative work group, establishing",https://app.leg.wa.gov/billsummary?BillNumber=1487&Year=2021&Initiative=false,Substitute - SHB 1487,Rules X,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Concerning unemployment insurance systems enhancements, including creating a reserve force of unemployment claim adjudicators, effective and equitable claims processing, and transparent performance metrics.","Bronoske, Berry, Wicks, Fitzgibbon, Lovick, Kirby, Santos, Shewmake, Lekanoff, Leavitt, Senn, Paul, Peterson, Sells, Ramel, Callan, Valdez, Tharinger, Ormsby, Chopp, Harris-Talley, Berg, Pollet",No Requester,22,1
UNEMPLOYMENT COMPENSATION,"Contributions by employers, maximum wages subject to tax, modifying calculation of",https://app.leg.wa.gov/billsummary?BillNumber=5197&Year=2021&Initiative=false,SB 5197,"Labor, Comm &","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Concerning wages for unemployment insurance contributions.,"Schoesler, Honeyford, King, Padden, Short, Warnick",No Requester,0,6
UNEMPLOYMENT COMPENSATION,"Employers, contribution rate of, cross-reference corrections in statutes",https://app.leg.wa.gov/billsummary?BillNumber=1612&Year=2021&Initiative=false,HB 1612,17 L 22,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Making technical cross-reference corrections in statutes governing unemployment insurance.,"Sells, Berry, Wicks, Simmons, Harris-Talley",Employment Security Department,5,1
UNEMPLOYMENT COMPENSATION,"Employers, contribution rate of, reducing maximum social tax",https://app.leg.wa.gov/billsummary?BillNumber=5873&Year=2021&Initiative=false,Engrossed Substitute - ESSB 5873,61 L 22,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']","Concerning unemployment insurance, family leave, and medical leave premiums.","Keiser, Billig, Conway, Das, Dhingra, King, Kuderer, Liias, Lovick, Mullet, Nguyen, Nobles, Randall, Robinson, Rolfes, Stanford, Claire Wilson",No Requester,16,3
UNEMPLOYMENT COMPENSATION,"Employers, contribution rate of, solvency surcharge included with, repealing",https://app.leg.wa.gov/billsummary?BillNumber=5113&Year=2021&Initiative=false,SB 5113,State Govt & E,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Making statutory changes to align with certain recent gubernatorial emergency orders to protect privacy, reduce regulatory burdens, and provide tax relief.",Fortunato,No Requester,0,1
UNEMPLOYMENT COMPENSATION,"Employers, unemployment insurance contribution relief for",https://app.leg.wa.gov/billsummary?BillNumber=5171&Year=2021&Initiative=false,SB 5171,Ways & Means,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Providing unemployment insurance relief.,"Linda Wilson, Braun, Brown, Dozier, Gildon, Holy, King, Muzzall, Rivers, Schoesler, Short, Wagoner, Jeff Wilson",No Requester,1,13
UNEMPLOYMENT COMPENSATION,"Employers, violations by, failing to register or failing to report employee or wages, audits and penalties for",https://app.leg.wa.gov/billsummary?BillNumber=1474&Year=2021&Initiative=false,Substitute - SHB 1474,Rules R,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Strengthening penalty and audit tools for employer violations in unemployment insurance.,"Chopp, Ortiz-Self, Ryu, Wylie, Santos, Fitzgibbon, Berry, Simmons, Sells, Lovick, Goodman, Ormsby, Valdez, Berg, Harris-Talley, Lekanoff, Stonier, Macri, Peterson, Bronoske, Pollet",No Requester,19,1
UNEMPLOYMENT COMPENSATION,"Federal pandemic benefits, excluding from working connections child care eligibility determinations",https://app.leg.wa.gov/billsummary?BillNumber=5023&Year=2021&Initiative=false,SB 5023,Ways & Means,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Concerning working connections child care eligibility and unemployment benefits.,"Claire Wilson, Saldaña, Billig, Darneille, Das, Dhingra, Hasegawa, Keiser, Kuderer, Liias, Lovelett, Nguyen, Pedersen, Robinson, Salomon, Stanford",No Requester,15,2
UNEMPLOYMENT COMPENSATION,"Job searches by claimants, monitoring of, demonstrated contacts and documented search activities",https://app.leg.wa.gov/billsummary?BillNumber=5427&Year=2021&Initiative=false,Substitute - SSB 5427,Rules X,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Concerning job search monitoring.,"King, Holy, Keiser, Saldaña",Office of the Governor,2,2
UNEMPLOYMENT COMPENSATION,"Public health emergency, unemployment benefits for health care employees during, when",https://app.leg.wa.gov/billsummary?BillNumber=5190&Year=2021&Initiative=false,Engrossed Substitute - ESSB 5190,251 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Providing health care workers with presumptive benefits during a public health emergency.,"Holy, Frockt, Conway, Hasegawa, Honeyford, Keiser, King, Lovelett, Randall, Salomon, Van De Wege, Warnick, Claire Wilson, Jeff Wilson",No Requester,9,6
UNEMPLOYMENT COMPENSATION,"Public health emergency, unemployment benefits, forgiven, for certain employers, reimbursement of, when",https://app.leg.wa.gov/billsummary?BillNumber=5478&Year=2021&Initiative=false,Engrossed Substitute - ESSB 5478,292 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Concerning unemployment insurance relief for certain employers.,"Keiser, Mullet, Billig, Cleveland, Conway, Das, Hunt, King, Kuderer, Liias, Lovelett, Nguyen, Randall, Rolfes, Saldaña, Stanford, Van De Wege, Claire Wilson, Jeff Wilson",No Requester,17,3
UNEMPLOYMENT COMPENSATION,"Public health emergency, unemployment insurance revisions to aid employees and employers during",https://app.leg.wa.gov/billsummary?BillNumber=5061&Year=2021&Initiative=false,Engrossed Substitute - ESSB 5061,2 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Concerning unemployment insurance.,"Keiser, Conway, Billig, Dhingra, King, Nguyen, Saldaña, Stanford, Claire Wilson",Office of the Governor,8,3
UNEMPLOYMENT COMPENSATION,"Small businesses, lowering tax rate via graduated social tax factor rate cap",https://app.leg.wa.gov/billsummary?BillNumber=5873&Year=2021&Initiative=false,Engrossed Substitute - ESSB 5873,61 L 22,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']","Concerning unemployment insurance, family leave, and medical leave premiums.","Keiser, Billig, Conway, Das, Dhingra, King, Kuderer, Liias, Lovick, Mullet, Nguyen, Nobles, Randall, Robinson, Rolfes, Stanford, Claire Wilson",No Requester,16,3
UNEMPLOYMENT COMPENSATION,"Social security numbers, used in correspondence as personal identifiers, replacing, when",https://app.leg.wa.gov/billsummary?BillNumber=1455&Year=2021&Initiative=false,Substitute - SHB 1455,80 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Concerning the use of social security numbers by the department of labor and industries and the employment security department.,"Mosbrucker, Boehnke, Young, Sutherland, Jacobsen",No Requester,0,5
UNEMPLOYMENT COMPENSATION,"Transportation network companies/drivers, application of Title 50 RCW on, studying",https://app.leg.wa.gov/billsummary?BillNumber=2076&Year=2021&Initiative=false,Engrossed Substitute - ESHB 2076,281 L 22,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Concerning rights and obligations of transportation network company drivers and transportation network companies.,"Berry, Simmons, Kloba, Bergquist, Pollet, Kirby, Bronoske, Fitzgibbon, Ryu, Macri",No Requester,11,0
