main_topic,description_1,bill_link,bill_name,current_status,house_progress,senate_progress,after_passage_progress,description_2,sponsors,requester,democrat_sponsor_count,republican_sponsor_count
MENTAL HEALTH,"Behavioral health consumer advocates, certified, role and certification of",https://app.leg.wa.gov/billsummary?BillNumber=1086&Year=2021&Initiative=false,Engrossed 2nd Substitute - E2SHB 1086,202 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Creating the state office of behavioral health consumer advocacy.,"Simmons, Caldier, Bateman, Ortiz-Self, Shewmake, Ryu, Chopp, Cody, Goodman, Fey, Stonier, Macri, Fitzgibbon, Frame, Davis",No Requester,13,1
MENTAL HEALTH,"Behavioral health co-response services/programs, best practices/training/workforce development for co-responders",https://app.leg.wa.gov/billsummary?BillNumber=5644&Year=2021&Initiative=false,Substitute - SSB 5644,232 L 22,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Concerning providing quality behavioral health co-response services,"Wagoner, Frockt",No Requester,1,1
MENTAL HEALTH,"Behavioral health co-response services/programs, training/certification/workforce development for co-responders",https://app.leg.wa.gov/billsummary?BillNumber=5644&Year=2021&Initiative=false,Substitute - SSB 5644,232 L 22,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Concerning providing quality behavioral health co-response services,"Wagoner, Frockt",No Requester,1,1
MENTAL HEALTH,"Behavioral health disorders, law enforcement arresting of persons with, alternatives to",https://app.leg.wa.gov/billsummary?BillNumber=5476&Year=2021&Initiative=false,Engrossed - ESB 5476,311 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']","Addressing the State v. Blake decision. (REVISED FOR ENGROSSED: Responding to the State v. Blake decision by addressing justice system responses and behavioral health prevention, treatment, and related services. )","Dhingra, Hasegawa, Hunt, Kuderer, Lovelett, Nguyen, Pedersen, Rivers, Robinson, Saldaña, Wellman",No Requester,10,1
MENTAL HEALTH,"Behavioral health disorders, terminology in certain sex offense statutes, correcting",https://app.leg.wa.gov/billsummary?BillNumber=1857&Year=2021&Initiative=false,HB 1857,Rules C,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Making technical corrections and removing obsolete language from the Revised Code of Washington pursuant to RCW 1.08.025.,"Goodman, Abbarno",Statute Law Committee,1,1
MENTAL HEALTH,"Behavioral health disparities map, developing and maintaining",https://app.leg.wa.gov/billsummary?BillNumber=2035&Year=2021&Initiative=false,HB 2035,Commerce & Gam,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Establishing a behavioral health prevention and equity impact framework for the Washington state liquor and cannabis board.,"Davis, Valdez, Ortiz-Self, Orwall, Senn, Taylor, Wicks, Harris, Ryu, Simmons, Walen, Dolan, Callan",No Requester,12,1
MENTAL HEALTH,"Behavioral health emergency services, nonparticipating providers/out-of-network services/dispute resolution",https://app.leg.wa.gov/billsummary?BillNumber=5618&Year=2021&Initiative=false,SB 5618,Health & Long,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Protecting consumers from charges for out-of-network health care services, by aligning state law and the federal no surprises act and addressing coverage of treatment for emergency conditions.","Cleveland, Muzzall, Das, Dhingra, Hasegawa, Hunt, Kuderer, Nobles, Robinson, Rolfes, Stanford, Claire Wilson",Insurance Commissioner,11,3
MENTAL HEALTH,"Behavioral health loan repayment program, certain civil asset forfeiture amounts to be deposited for use by",https://app.leg.wa.gov/billsummary?BillNumber=5728&Year=2021&Initiative=false,Substitute - SSB 5728,162 L 22,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Concerning the state's portion of civil asset forfeiture collections.,"Holy, Dhingra, Nobles",State Treasurer,2,1
MENTAL HEALTH,"Behavioral health loan repayment program, increasing loan repayment awards for certain professionals",https://app.leg.wa.gov/billsummary?BillNumber=1504&Year=2021&Initiative=false,Engrossed 2nd Substitute - E2SHB 1504,170 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Modifying the workforce education investment act.,"Chopp, Simmons, Berry, Davis, Valdez, Wylie, Jesse Johnson, Ryu, Tharinger, Taylor, Goodman, Bergquist, Ramel, Peterson, Senn, Dolan, Ormsby, Duerr, Macri, Kloba, Callan, Morgan, Stonier, Pollet, Riccelli, Thai",No Requester,26,0
MENTAL HEALTH,"Behavioral health ombuds, regional programs, discontinuing and integrating into advocate program",https://app.leg.wa.gov/billsummary?BillNumber=1086&Year=2021&Initiative=false,Engrossed 2nd Substitute - E2SHB 1086,202 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Creating the state office of behavioral health consumer advocacy.,"Simmons, Caldier, Bateman, Ortiz-Self, Shewmake, Ryu, Chopp, Cody, Goodman, Fey, Stonier, Macri, Fitzgibbon, Frame, Davis",No Requester,13,1
MENTAL HEALTH,"Behavioral health prevention and equity impact council, establishing",https://app.leg.wa.gov/billsummary?BillNumber=2035&Year=2021&Initiative=false,HB 2035,Commerce & Gam,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Establishing a behavioral health prevention and equity impact framework for the Washington state liquor and cannabis board.,"Davis, Valdez, Ortiz-Self, Orwall, Senn, Taylor, Wicks, Harris, Ryu, Simmons, Walen, Dolan, Callan",No Requester,12,1
MENTAL HEALTH,"Behavioral health services, client criminal justice system involvement reduction",https://app.leg.wa.gov/billsummary?BillNumber=5157&Year=2021&Initiative=false,Substitute - SSB 5157,267 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Providing incentives to reduce involvement by persons with behavioral disorders in the criminal justice system.,"Wagoner, Dhingra, Nobles",No Requester,2,1
MENTAL HEALTH,"Behavioral health services, performance measures, improvement projects, and value-based purchasing",https://app.leg.wa.gov/billsummary?BillNumber=5157&Year=2021&Initiative=false,Substitute - SSB 5157,267 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Providing incentives to reduce involvement by persons with behavioral disorders in the criminal justice system.,"Wagoner, Dhingra, Nobles",No Requester,2,1
MENTAL HEALTH,"Behavioral health services, via audio-only telemedicine, BHASO and MCO reimbursement for, when",https://app.leg.wa.gov/billsummary?BillNumber=5325&Year=2021&Initiative=false,Substitute - SSB 5325,100 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Concerning audio-only telemedicine.,"Muzzall, Cleveland, Dozier, Frockt, Keiser, Randall, Rivers, Robinson",No Requester,5,3
MENTAL HEALTH,"Behavioral health services, via telemedicine, BHASO and MCO reimbursement for, when",https://app.leg.wa.gov/billsummary?BillNumber=5325&Year=2021&Initiative=false,Substitute - SSB 5325,100 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Concerning audio-only telemedicine.,"Muzzall, Cleveland, Dozier, Frockt, Keiser, Randall, Rivers, Robinson",No Requester,5,3
MENTAL HEALTH,"Behavioral health settings, inpatient, medical assistance clients exiting, homelessness/housing instability",https://app.leg.wa.gov/billsummary?BillNumber=1860&Year=2021&Initiative=false,2nd Substitute - 2SHB 1860,215 L 22,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Preventing homelessness among persons discharging from inpatient behavioral health settings.,"Davis, Eslick, Callan, Jacobsen, Macri, Santos, Shewmake, Orwall, Tharinger, Simmons, Chopp, Bergquist, Valdez",No Requester,11,2
MENTAL HEALTH,"Behavioral health settings, inpatient, medical assistance clients exiting, housing-related care coordination",https://app.leg.wa.gov/billsummary?BillNumber=1860&Year=2021&Initiative=false,2nd Substitute - 2SHB 1860,215 L 22,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Preventing homelessness among persons discharging from inpatient behavioral health settings.,"Davis, Eslick, Callan, Jacobsen, Macri, Santos, Shewmake, Orwall, Tharinger, Simmons, Chopp, Bergquist, Valdez",No Requester,11,2
MENTAL HEALTH,"Behavioral health support specialists, as trained paraprofessionals, certification/use/practice of",https://app.leg.wa.gov/billsummary?BillNumber=5884&Year=2021&Initiative=false,Engrossed 2nd Substitute - E2SSB 5884,Rules 3,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Establishing behavioral health support specialists.,"Trudeau, Dhingra, Hasegawa, Kuderer, Lovick, Nguyen, Nobles, Saldaña, Claire Wilson",No Requester,9,2
MENTAL HEALTH,"Behavioral health workforce pilot program and training support grants for community treatment providers, establishing",https://app.leg.wa.gov/billsummary?BillNumber=1504&Year=2021&Initiative=false,Engrossed 2nd Substitute - E2SHB 1504,170 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Modifying the workforce education investment act.,"Chopp, Simmons, Berry, Davis, Valdez, Wylie, Jesse Johnson, Ryu, Tharinger, Taylor, Goodman, Bergquist, Ramel, Peterson, Senn, Dolan, Ormsby, Duerr, Macri, Kloba, Callan, Morgan, Stonier, Pollet, Riccelli, Thai",No Requester,26,0
MENTAL HEALTH,"Behavioral health workforce pilot program and training support grants for various treatment providers, establishing",https://app.leg.wa.gov/billsummary?BillNumber=1504&Year=2021&Initiative=false,Engrossed 2nd Substitute - E2SHB 1504,170 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Modifying the workforce education investment act.,"Chopp, Simmons, Berry, Davis, Valdez, Wylie, Jesse Johnson, Ryu, Tharinger, Taylor, Goodman, Bergquist, Ramel, Peterson, Senn, Dolan, Ormsby, Duerr, Macri, Kloba, Callan, Morgan, Stonier, Pollet, Riccelli, Thai",No Requester,26,0
MENTAL HEALTH,"Behavioral health, community system, managed care organization contracts with agencies, continuity",https://app.leg.wa.gov/billsummary?BillNumber=5240&Year=2021&Initiative=false,SB 5240,Health & Long,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Protecting continuity in the community behavioral health system.,Jeff Wilson,No Requester,1,2
MENTAL HEALTH,"Behavioral health, crisis facility provision of medically necessary co-occurring disorder treatment",https://app.leg.wa.gov/billsummary?BillNumber=5397&Year=2021&Initiative=false,SB 5397,Behavioral Hea,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Improving access to behavioral health treatment in certified crisis facilities.,"Randall, Dhingra, Kuderer, Lovelett, Nguyen, Nobles, Saldaña, Claire Wilson",No Requester,8,2
MENTAL HEALTH,"Behavioral health, crisis response services, mobile crisis/triage facility/crisis stabilization services, payment for",https://app.leg.wa.gov/billsummary?BillNumber=5209&Year=2021&Initiative=false,SB 5209,Behavioral Hea,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Enhancing and expanding behavioral health and suicide prevention crisis response services.,"Dhingra, Darneille, Das, Keiser, Kuderer, Lovelett, Randall, Conway, Frockt, Hasegawa, Liias, Nguyen, Pedersen, Wagoner, Claire Wilson",No Requester,13,3
MENTAL HEALTH,"Behavioral health, crisis response system, mobile crisis teams and crisis stabilization services via",https://app.leg.wa.gov/billsummary?BillNumber=1477&Year=2021&Initiative=false,Engrossed 2nd Substitute - E2SHB 1477,302 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Implementing the national 988 system to enhance and expand behavioral health crisis response and suicide prevention services.,"Orwall, Davis, Ortiz-Self, Callan, Simmons, Jesse Johnson, Goodman, Ryu, Ormsby, Valdez, Frame, Berg, Bergquist, Harris-Talley, Chopp, Macri, Peterson, Pollet",No Requester,18,1
MENTAL HEALTH,"Behavioral health, crisis response/suicide prevention, crisis system via 988 hotline",https://app.leg.wa.gov/billsummary?BillNumber=1477&Year=2021&Initiative=false,Engrossed 2nd Substitute - E2SHB 1477,302 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Implementing the national 988 system to enhance and expand behavioral health crisis response and suicide prevention services.,"Orwall, Davis, Ortiz-Self, Callan, Simmons, Jesse Johnson, Goodman, Ryu, Ormsby, Valdez, Frame, Berg, Bergquist, Harris-Talley, Chopp, Macri, Peterson, Pollet",No Requester,18,1
MENTAL HEALTH,"Behavioral health, crisis response/suicide prevention, implementation coalition and 988 crisis hotline system",https://app.leg.wa.gov/billsummary?BillNumber=5209&Year=2021&Initiative=false,SB 5209,Behavioral Hea,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Enhancing and expanding behavioral health and suicide prevention crisis response services.,"Dhingra, Darneille, Das, Keiser, Kuderer, Lovelett, Randall, Conway, Frockt, Hasegawa, Liias, Nguyen, Pedersen, Wagoner, Claire Wilson",No Requester,13,3
MENTAL HEALTH,"Behavioral health, emergency crisis assistance teams for mobile mental health crisis intervention programs/services",https://app.leg.wa.gov/billsummary?BillNumber=1392&Year=2021&Initiative=false,HB 1392,Approps,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Establishing a pilot project for mobile mental health crisis intervention.,"Maycumber, Lovick, Leavitt, Taylor, Jesse Johnson, Rule, Slatter, Dolan, Eslick",No Requester,7,2
MENTAL HEALTH,"Behavioral health, improving, using criminal justice local sales/use tax for",https://app.leg.wa.gov/billsummary?BillNumber=1069&Year=2021&Initiative=false,Engrossed 2nd Substitute - E2SHB 1069,296 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Concerning local government fiscal flexibility.,"Pollet, Duerr, Leavitt, Wylie, Tharinger, Kloba, Senn, Ryu, Callan, Fey",No Requester,10,0
MENTAL HEALTH,"Behavioral health, managed care, agency employee recruitment/retention, reimbursement rate increase to fund",https://app.leg.wa.gov/billsummary?BillNumber=5829&Year=2021&Initiative=false,SB 5829,Health & Long,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Concerning appropriations for behavioral health.,"Braun, Dhingra, Frockt, Gildon, Wagoner, Linda Wilson",No Requester,3,5
MENTAL HEALTH,"Behavioral health, mental health/substance use disorder providers, grant program for, establishing",https://app.leg.wa.gov/billsummary?BillNumber=1504&Year=2021&Initiative=false,Engrossed 2nd Substitute - E2SHB 1504,170 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Modifying the workforce education investment act.,"Chopp, Simmons, Berry, Davis, Valdez, Wylie, Jesse Johnson, Ryu, Tharinger, Taylor, Goodman, Bergquist, Ramel, Peterson, Senn, Dolan, Ormsby, Duerr, Macri, Kloba, Callan, Morgan, Stonier, Pollet, Riccelli, Thai",No Requester,26,0
MENTAL HEALTH,"Behavioral health, root causes of rising behavioral health issues in Washington communities, work group to study",https://app.leg.wa.gov/billsummary?BillNumber=2053&Year=2021&Initiative=false,HB 2053,HC/Wellness,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Creating a behavioral health work group to study the root causes of rising behavioral health issues in Washington communities.,"Dent, Callan, Chase, Shewmake, Gilday, Graham, Harris-Talley, Klippert, Sutherland, Schmick, Eslick, Barkis, Lekanoff",No Requester,4,10
MENTAL HEALTH,"Behavioral health/health care occupations with current/projected shortages, information on",https://app.leg.wa.gov/billsummary?BillNumber=1949&Year=2021&Initiative=false,HB 1949,Cap Budget,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Prioritizing higher education capital projects.,Caldier,No Requester,0,1
MENTAL HEALTH,"Cannabis concentrates, high-potency, serious mental health consequences of, addressing",https://app.leg.wa.gov/billsummary?BillNumber=1463&Year=2021&Initiative=false,HB 1463,Commerce & Gam,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Addressing serious mental health consequences of high-potency cannabis products by regulating the sale of cannabis concentrates.,"Davis, Klippert, Ryu, Sutherland, Dent, Ramel, Walen, Ortiz-Self, Callan, Pollet, Eslick",No Requester,7,4
MENTAL HEALTH,"Capital projects, 4-year colleges, supporting health care/behavioral health occupations degree programs enrollment",https://app.leg.wa.gov/billsummary?BillNumber=1949&Year=2021&Initiative=false,HB 1949,Cap Budget,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Prioritizing higher education capital projects.,Caldier,No Requester,0,1
MENTAL HEALTH,"Children and youth behavioral health work group, membership/duties of and convening of advisory group by",https://app.leg.wa.gov/billsummary?BillNumber=1890&Year=2021&Initiative=false,2nd Substitute - 2SHB 1890,76 L 22,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Concerning the children and youth behavioral health work group.,"Callan, Dent, Berry, Leavitt, Ramos, Slatter, Stonier, Wicks, Rule, Chopp, Goodman, Paul, Orwall, Taylor, Riccelli, Frame, Lekanoff, Davis, Macri, Harris-Talley, Pollet",No Requester,19,2
MENTAL HEALTH,"Children, assessment/diagnosis through medicaid, from birth through 5 years of age",https://app.leg.wa.gov/billsummary?BillNumber=1325&Year=2021&Initiative=false,2nd Substitute - 2SHB 1325,126 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Implementing policies related to children and youth behavioral health.,"Callan, Eslick, Leavitt, Fitzgibbon, Thai, Duerr, Senn, Ortiz-Self, Davis, Bergquist, Ramos, Lekanoff, Pollet, Dent, Goodman",No Requester,14,2
MENTAL HEALTH,"Children, health care coverage, wraparound services for persons under 21 years of age",https://app.leg.wa.gov/billsummary?BillNumber=1461&Year=2021&Initiative=false,HB 1461,HC/Wellness,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Concerning health coverage for wraparound services.,"Rule, Simmons, Lekanoff, Shewmake, Ormsby, Pollet",No Requester,6,0
MENTAL HEALTH,"Children, partnership access line for kids, renaming as mental health referral service for children and teens",https://app.leg.wa.gov/billsummary?BillNumber=1325&Year=2021&Initiative=false,2nd Substitute - 2SHB 1325,126 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Implementing policies related to children and youth behavioral health.,"Callan, Eslick, Leavitt, Fitzgibbon, Thai, Duerr, Senn, Ortiz-Self, Davis, Bergquist, Ramos, Lekanoff, Pollet, Dent, Goodman",No Requester,14,2
MENTAL HEALTH,"Clubhouses, for persons with mental illness, establishing throughout state and accessing medicaid funding for",https://app.leg.wa.gov/billsummary?BillNumber=5328&Year=2021&Initiative=false,Engrossed - ESB 5328,Rules X,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Concerning clubhouses for persons with mental illness.,"Lovelett, Dhingra, Darneille, Das, Frockt, Nguyen, Nobles, Claire Wilson",No Requester,7,2
MENTAL HEALTH,"Commitment, involuntary, adolescents, designated crisis responder interviews by video to include",https://app.leg.wa.gov/billsummary?BillNumber=5073&Year=2021&Initiative=false,Substitute - SSB 5073,264 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Concerning involuntary commitment.,"Dhingra, Das, Kuderer, Salomon, Warnick, Claire Wilson",No Requester,5,3
MENTAL HEALTH,"Commitment, involuntary, BHASO and MCO safe placement or safe discharge of detained person",https://app.leg.wa.gov/billsummary?BillNumber=5397&Year=2021&Initiative=false,SB 5397,Behavioral Hea,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Improving access to behavioral health treatment in certified crisis facilities.,"Randall, Dhingra, Kuderer, Lovelett, Nguyen, Nobles, Saldaña, Claire Wilson",No Requester,8,2
MENTAL HEALTH,"Commitment, involuntary, care coordinator role",https://app.leg.wa.gov/billsummary?BillNumber=5073&Year=2021&Initiative=false,Substitute - SSB 5073,264 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Concerning involuntary commitment.,"Dhingra, Das, Kuderer, Salomon, Warnick, Claire Wilson",No Requester,5,3
MENTAL HEALTH,"Commitment, involuntary, criminally insane/incompetent to stand trial, individualized discharge plans for treatment",https://app.leg.wa.gov/billsummary?BillNumber=2045&Year=2021&Initiative=false,HB 2045,Civil R & Judi,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Concerning equitable geographic distribution of community placements for persons releasing from a state hospital to a less restrictive placement after committing acts constituting a violent felony.,"Bronoske, Leavitt, Fey",No Requester,3,0
MENTAL HEALTH,"Commitment, involuntary, crisis facility provision of medically necessary co-occurring disorder treatment",https://app.leg.wa.gov/billsummary?BillNumber=5397&Year=2021&Initiative=false,SB 5397,Behavioral Hea,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Improving access to behavioral health treatment in certified crisis facilities.,"Randall, Dhingra, Kuderer, Lovelett, Nguyen, Nobles, Saldaña, Claire Wilson",No Requester,8,2
MENTAL HEALTH,"Commitment, involuntary, of veterans, diversion to veterans administration facility for treatment",https://app.leg.wa.gov/billsummary?BillNumber=1314&Year=2021&Initiative=false,Substitute - SHB 1314,125 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Concerning veteran diversion from involuntary commitment.,"Young, Lovick, Dufault, Hackney, Bateman, Rule, Lekanoff, Pollet, Callan",No Requester,7,2
MENTAL HEALTH,"Commitment, involuntary, orders for less restrictive alternative treatment",https://app.leg.wa.gov/billsummary?BillNumber=5073&Year=2021&Initiative=false,Substitute - SSB 5073,264 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Concerning involuntary commitment.,"Dhingra, Das, Kuderer, Salomon, Warnick, Claire Wilson",No Requester,5,3
MENTAL HEALTH,"Commitment, involuntary, reentry community services program expansion in order to include persons under",https://app.leg.wa.gov/billsummary?BillNumber=5304&Year=2021&Initiative=false,Engrossed 2nd Substitute - E2SSB 5304,243 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Providing reentry services to persons releasing from state and local institutions.,"Claire Wilson, Dhingra, Darneille, Das, Frockt, Hasegawa, Holy, Lovelett, Nguyen, Rivers, Wellman",No Requester,8,4
MENTAL HEALTH,"Commitment, involuntary, secure withdrawal management/stabilization or evaluation/treatment facilities access",https://app.leg.wa.gov/billsummary?BillNumber=5397&Year=2021&Initiative=false,SB 5397,Behavioral Hea,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Improving access to behavioral health treatment in certified crisis facilities.,"Randall, Dhingra, Kuderer, Lovelett, Nguyen, Nobles, Saldaña, Claire Wilson",No Requester,8,2
MENTAL HEALTH,"Commitment, involuntary, when incompetent to stand trial, orders for less restrictive alternative treatment",https://app.leg.wa.gov/billsummary?BillNumber=5071&Year=2021&Initiative=false,Engrossed 2nd Substitute - E2SSB 5071,263 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Creating transition teams to assist specified persons under civil commitment.,"Dhingra, Darneille, Das, Hunt, Kuderer, Nguyen, Claire Wilson",No Requester,6,2
MENTAL HEALTH,"Commitment, involuntary, when not guilty by reason of insanity, transition from commitment, transition team for",https://app.leg.wa.gov/billsummary?BillNumber=5071&Year=2021&Initiative=false,Engrossed 2nd Substitute - E2SSB 5071,263 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Creating transition teams to assist specified persons under civil commitment.,"Dhingra, Darneille, Das, Hunt, Kuderer, Nguyen, Claire Wilson",No Requester,6,2
